,index,Speed,Location,County,State,Lat,Lon,Comments,datetime
1873,7,UNK,2 SW Robeline,Natchitoches,LA,31.67,-93.32,trees and power lines down on hwy 6 between fort jessup and robaline. (SHV),2023-06-12 19:00:00
1874,8,58,15 ENE Virginia Beach,ANZ656,VA,36.9,-75.71,50 KT gust at Mesonet station XCLT Chesapeake Light Tower. (AKQ),2023-06-12 19:30:00
1875,9,UNK,2 ENE Eastland Mall,Mecklenburg,NC,35.22,-80.71,Social media picture of trees down on Crestside Ln. (GSP),2023-06-12 19:39:00
1876,10,UNK,3 ENE Eastland Mall,Mecklenburg,NC,35.22,-80.7,Social media report of multiple trees down in the Pence Rd area. (GSP),2023-06-12 19:40:00
1877,11,UNK,2 NNW Mint Hill,Mecklenburg,NC,35.21,-80.67,Multiple trees fell across power lines and on utility equipment in the area between Hickory Grove and Mint Hill. (GSP),2023-06-12 19:42:00
1878,12,UNK,Sneads,Jackson,FL,30.71,-84.92,A few power lines were blown down on Monday in Jackson county. (TAE),2023-06-12 19:45:00
1879,13,UNK,Bolton,Hinds,MS,32.35,-90.46,Tree down on Champion hill road in Bolton MS. (JAN),2023-06-12 20:02:00
1880,14,UNK,2 NW Le Fleurs Bluff,Hinds,MS,32.36,-90.17,Large tree down on powerline at the intersection of North State Street and Northside Drive reported via Twitter. (JAN),2023-06-12 20:07:00
1881,15,UNK,1 WNW Jackson,Hinds,MS,32.3,-90.2,Powerline down at the intersection of Rose Street and Robinson Road in Jackson MS. (JAN),2023-06-12 20:17:00
1882,16,UNK,Clarence,Natchitoches,LA,31.82,-93.03,several trees down or twisted off. power poles and lines down. (SHV),2023-06-12 20:18:00
1883,17,UNK,7 NE Clarence,Natchitoches,LA,31.9,-92.97,Corrects previous tstm wnd dmg report from Clarence. several trees down or twisted off. power poles and lines down. (SHV),2023-06-12 20:18:00
1884,18,UNK,Saint Joseph,Tensas,LA,31.92,-91.24,Trees and poles down in Saint Joseph and Waterproof via Sheriffs office. (JAN),2023-06-12 20:28:00
1885,19,UNK,Richton,Perry,MS,31.35,-88.94,Public report with video of multiple trees down in Richton. Time estimated based on radar. (MOB),2023-06-12 21:33:00
1886,20,UNK,Leesburg,Lee,GA,31.73,-84.16,Tree down on main street. (TAE),2023-06-12 21:35:00
1887,21,UNK,2 N Oloh,Lamar,MS,31.33,-89.59,Tree on a powerline on 82 Farve Road. (JAN),2023-06-12 21:39:00
1888,22,UNK,4 N Stilson,Bulloch,GA,32.39,-81.54,A localized downburst damaged 3 homes on Shearouse Landing. A chicken coop was destroyed... 3 homes had shingle damage... and several items in the yard were damaged or (CHS),2023-06-12 21:39:00
1889,23,UNK,3 ENE New Elm,Colquitt,GA,31.32,-83.77,Spotter reports straight line wind damage to a small shed and aluminum carport. (TAE),2023-06-12 21:47:00
1890,24,UNK,2 SW Mccomb,Pike,MS,31.22,-90.49,Tree down near intersection of Hwy 24 and I-55. (LIX),2023-06-12 21:53:00
1891,25,UNK,Magnolia,Pike,MS,31.15,-90.46,Tree down on home on West Oak St in Magnolia. (LIX),2023-06-12 21:57:00
1892,26,UNK,5 SE Magnolia,Pike,MS,31.1,-90.4,Trees down on power lines along Magnolia Progress Rd. (LIX),2023-06-12 22:01:00
1893,27,UNK,3 WSW Oak Grove,Lamar,MS,31.26,-89.46,Corrects previous tstm wnd dmg report from 3 WSW Oak Grove. Tree downed on HWY 589 and Ford Loop. (JAN),2023-06-12 22:07:00
1894,28,UNK,4 WNW Pine Grove,Lamar,MS,31.22,-89.54,Tree downed on Bay Creek and Purvis Oloh Road. (JAN),2023-06-12 22:09:00
1895,29,UNK,Mount Herman,Washington,LA,30.95,-90.29,Tree down on Hwy 38 near Mt Hermon. (LIX),2023-06-12 22:19:00
1896,30,UNK,4 SSW Tylertown,Walthall,MS,31.06,-90.18,SO reports several trees and power lines down in the Lexie area. (LIX),2023-06-12 22:20:00
1897,31,UNK,Sylvester,Worth,GA,31.53,-83.83,911 dispatch reported powerlines down on front street in Sylvester. (TAE),2023-06-12 22:20:00
1898,32,UNK,3 ESE Mount Herman,Washington,LA,30.95,-90.25,Tree down on Bill Creel Rd. (LIX),2023-06-12 22:24:00
1899,33,UNK,5 SE Mount Herman,Washington,LA,30.91,-90.23,Tree down on Mt. Pisgah Rd. (LIX),2023-06-12 22:25:00
1900,34,UNK,1 NNW Purvis,Lamar,MS,31.16,-89.42,Tree on powerline on Old HWY 11 & and HWY 589. (JAN),2023-06-12 22:25:00
1901,35,UNK,1 S Poulan,Worth,GA,31.51,-83.78,Dispatch reported a couple of trees and powerlines down on railroad street. (TAE),2023-06-12 22:25:00
1902,36,UNK,2 NNW Cottonwood,Houston,AL,31.08,-85.32,Tree down on McCoy road near Cottonwood. (TAE),2023-06-12 22:30:00
1903,37,UNK,1 NE Brooklyn,Forrest,MS,31.06,-89.18,Tree downed on Brooklyn-Janice Road. (JAN),2023-06-12 22:41:00
1904,38,UNK,1 NNW Purvis,Lamar,MS,31.16,-89.42,Tree downed on Brooklyn-Janice Road. (JAN),2023-06-12 22:41:00
1905,39,UNK,4 SE Eads,Kiowa,CO,38.45,-102.73,At least 7 power poles were snapped 2/3rds of the way down. All facing the same direction from straight line winds. (PUB),2023-06-12 22:45:00
1906,40,UNK,1 NE Gillisonville,Jasper,SC,32.62,-81.0,Jasper County Warning Point reported a tree down at the intersection of Grays Highway and Stock Farm Road. (CHS),2023-06-12 22:47:00
1907,41,UNK,2 SSW Bogalusa,Washington,LA,30.76,-89.88,Bogalusa PD reports tree down near West 17th and Avenue L. (LIX),2023-06-12 22:52:00
1908,42,UNK,1 SSE Bogalusa,Washington,LA,30.77,-89.86,Bogalusa PD reports tree down near Long Ave and Front St... also near Breland St and Ruby Rd. (LIX),2023-06-12 22:53:00
1909,43,UNK,1 W Coosawhatchie,Jasper,SC,32.59,-80.95,Jasper County Warning Point reported a small tree down at 110 block of Step School Road. (CHS),2023-06-12 22:53:00
1910,44,UNK,1 N GEORGIA VETERANS ME,Crisp,GA,31.97,-83.91,Multiple trees reported down near the intersection of Cannon Rd and US HWY 280. (FFC),2023-06-12 22:54:00
1911,45,UNK,6 NNE Crossroads,Pearl River,MS,30.86,-89.74,Minor structural damage to home. (LIX),2023-06-12 22:58:00
1912,46,UNK,7 W Mcneil,Pearl River,MS,30.68,-89.75,SO reports trees down in Henleyfield area. (LIX),2023-06-12 23:00:00
1913,47,UNK,2 S Crossroads,Pearl River,MS,30.75,-89.77,SO reports trees down in Crossroads area. (LIX),2023-06-12 23:00:00
1914,48,UNK,2 ESE Pocotaligo,Beaufort,SC,32.63,-80.83,Beaufort County Warning Point reported a tree down at the intersection of Trask Parkway and Stony Creek Cemetery Road. (CHS),2023-06-12 23:04:00
1915,49,UNK,6 SW Dale,Beaufort,SC,32.5,-80.77,Beaufort County Warning Point reported trees down on Clarendon Road. (CHS),2023-06-12 23:08:00
1916,50,UNK,Poplarville,Pearl River,MS,30.83,-89.53,Tree damage to homes on W McClendon and S Allen in Poplarville. Additional trees uprooted and power lines down in the area as well. (LIX),2023-06-12 23:12:00
1917,51,UNK,Poplarville,Pearl River,MS,30.84,-89.54,Tree damage to home on S. Pine in Poplarville. Additional trees uprooted and power lines down in the area as well. (LIX),2023-06-12 23:12:00
1918,52,UNK,1 NNW Poplarville,Pearl River,MS,30.85,-89.54,Tree damage to homes on Hyde St and N Jackson St in Poplarville. Additional trees uprooted and power lines down in the area as well. (LIX),2023-06-12 23:12:00
1919,53,UNK,4 SSW Dale,Beaufort,SC,32.51,-80.72,Beaufort County Warning Point reported a tree down at the 300 block of Bruce K Smalls Drive. (CHS),2023-06-12 23:12:00
1920,54,UNK,1 NNW Dale,Beaufort,SC,32.57,-80.7,Beaufort County Warning Point reported a tree down at 300 block of Wimbee Landing Road. (CHS),2023-06-12 23:12:00
1921,55,UNK,Poplarville,Pearl River,MS,30.84,-89.54,SO reports trees down in Poplarville. (LIX),2023-06-12 23:13:00
1922,56,UNK,2 NNE Camilla,Mitchell,GA,31.26,-84.2,Tree down near PSC Road. (TAE),2023-06-12 23:44:00
1923,57,61,11 SSE Pascagoula,GMZ532,MS,30.21,-88.5,Mesonet station PTBM6 Petit Bois Is (Port of Pascagoula MS). (LIX),2023-06-13 00:30:00
1924,58,UNK,2 NW Forestburg,Perquimans,NC,36.21,-76.4,Corrects previous tstm wnd dmg report from 2 NW Forestburg. Tree limbs downed onto a power line off US-17 just south of Cartwright Swamp Road. Numerous power outages re (AKQ),2023-06-13 00:35:00
1925,59,UNK,3 WSW Oak Grove,Lamar,MS,31.26,-89.46,Tree downed on HWY 589 and Ford Loop. (JAN),2023-06-13 02:40:00
1926,60,UNK,Honey Grove,Fannin,TX,33.58,-95.91,Honey Grove Vol. Fire Dept reported numerous large tree branches down in the city. (FWD),2023-06-13 10:30:00
1927,61,UNK,3 NW Tira,Delta,TX,33.35,-95.6,Trees down along Hwy 19 north of Tira near the S Sulphur River. Time estimated based on radar. (FWD),2023-06-13 11:12:00
1928,0,UNK,4 SW Rocky Mound,Camp,TX,32.99,-95.08,Law enforcement reports numerous trees and some powerlines down... especially across the western half of Camp County. Hail up to quarter size also reported. (SHV),2023-06-13 12:10:00
1929,1,UNK,3 SW Eufaula Country Cl,Barbour,AL,31.85,-85.2,A couple of trees down on 5 Mile Road on the southwest side of Eufaula. (BMX),2023-06-13 18:57:00
1930,2,UNK,Sneads,Jackson,FL,30.71,-84.92,A few trees were reported down in Jackson county. (TAE),2023-06-13 19:00:00
1931,3,UNK,3 N Coates,Henry,AL,31.77,-85.15,Report of trees down near HWY 95 and Calhoun Dr. (TAE),2023-06-13 19:30:00
1932,4,UNK,Cuthbert,Randolph,GA,31.77,-84.79,Trees reported down throughout Randolph County. (TAE),2023-06-13 19:37:00
1933,5,UNK,West Bainbridge,Decatur,GA,30.92,-84.59,Tree reported down near Copeland St and Martin St. (TAE),2023-06-13 19:52:00
1934,6,UNK,1 NNW West Bainbridge,Decatur,GA,30.93,-84.59,Tree reported down near Miller Ave and Lake Dr. (TAE),2023-06-13 19:52:00
1935,7,59,Decatur Co a/P,Decatur,GA,30.97,-84.63,Mesonet station TT665 Bainbridge. (TAE),2023-06-13 19:58:00
1936,8,UNK,Dawson,Terrell,GA,31.77,-84.45,Numerous trees and powerlines down throughout Terrell county... mainly from Dawson east. (TAE),2023-06-13 20:05:00
1937,9,UNK,3 W Vada,Decatur,GA,31.07,-84.46,Report of several trees down on Andrew Avery road near the county border. (TAE),2023-06-13 20:06:00
1938,10,UNK,2 ENE Weston,Broward,FL,26.12,-80.36,Trained Spotter reported large oak tree down and fencing down in the New River Circle neighborhood just east of Weston Road. Time based off of radar estimation. (MFL),2023-06-13 20:10:00
1939,11,UNK,5 SW Armena,Dougherty,GA,31.62,-84.35,A tree was down at 1000 Tallahassee Road in Dougherty county. (TAE),2023-06-13 20:10:00
1940,12,UNK,1 E Weston,Broward,FL,26.11,-80.37,Public report of multiple trees down near the intersection of Creekford Drive and Pine Branch Drive in Weston. Radar estimated time based off radar. (MFL),2023-06-13 20:14:00
1941,13,UNK,3 NW Noma,Holmes,FL,30.92,-85.65,Report of multiple trees down near hwys 79 and 160. (TAE),2023-06-13 20:17:00
1942,14,UNK,6 NNW Hope,Bonner,ID,48.32,-116.38,Corrects previous tstm wnd dmg report from 6 NNW Hope. Downed wires and power outages near Highway 200 and Trout Creek Road. Time estimated from radar. (OTX),2023-06-13 20:17:00
1943,15,UNK,1 SSW Southwest Ga Regi,Dougherty,GA,31.52,-84.2,A tree was blown down at Lily Pond Road and Newton Road. (TAE),2023-06-13 20:23:00
1944,16,UNK,Leesburg,Lee,GA,31.73,-84.17,Photo of snapped tree from the Leesburg area. (TAE),2023-06-13 20:25:00
1945,17,UNK,1 SW Williamsburg,Dougherty,GA,31.48,-84.13,A tree was blown down at Radium Springs Road and Putney Ave. (TAE),2023-06-13 20:28:00
1946,18,UNK,Starksville,Lee,GA,31.77,-84.14,Numerous trees down... county wide. (TAE),2023-06-13 20:30:00
1947,19,UNK,1 E Wawbeek,Escambia,AL,31.03,-87.35,Reports of multiple trees down near Canoe and Flomaton... AL. Time estimated by radar. (MOB),2023-06-13 20:33:00
1948,20,UNK,1 N Vada,Mitchell,GA,31.1,-84.41,Large tree limbs fell on SR 97 at Branchville Road blocking all lanes. (TAE),2023-06-13 20:36:00
1949,21,UNK,2 SW Pelham,Mitchell,GA,31.1,-84.18,Mitchell County GA E911 reports multiple trees down over roads southwest of Pelham. State Route 262... 112... County Line Road... and Harmony Road east of Pelham. Also. (TAE),2023-06-13 20:40:00
1950,22,UNK,Baconton,Mitchell,GA,31.38,-84.16,A car in Baconton was damaged by a fallen tree. (TAE),2023-06-13 20:40:00
1951,23,UNK,Black,Geneva,AL,31.01,-85.74,Reports of trees down along E County Rd 4. (TAE),2023-06-13 20:45:00
1952,24,UNK,New Elm,Colquitt,GA,31.29,-83.82,Hay barn (steel frame) down in New Elm community. (TAE),2023-06-13 20:45:00
1953,25,UNK,Doles,Worth,GA,31.7,-83.89,Worth 911 reporting a Church Steeple in the roadway on hwy 32 1 mile west of Doles. (TAE),2023-06-13 20:45:00
1954,26,UNK,Doles,Worth,GA,31.71,-83.89,Worth 911 reports Hwy 313 multiple pine tree down just north of Hwy 32. (TAE),2023-06-13 20:45:00
1955,27,UNK,3 ENE New Elm,Colquitt,GA,31.31,-83.77,Multiple trees down near New Elm... Doerun NormanPark Rd at Sumner Rd. (TAE),2023-06-13 20:50:00
1956,28,UNK,1 SSW Poulan,Worth,GA,31.51,-83.79,Worth 911 reported a Tree down blocking Sands Dr... also limbs down on Elm St in Poulan. (TAE),2023-06-13 20:50:00
1957,29,60,1 N New Elm,Colquitt,GA,31.3,-83.82,Spotter reports 60 mph wind gust measured on roof top anemometer. (TAE),2023-06-13 20:57:00
1958,30,UNK,Norman Park,Colquitt,GA,31.27,-83.69,Part of an awning blew off in Norman Park. (TAE),2023-06-13 21:03:00
1959,31,UNK,1 SSE Weston,Broward,FL,26.09,-80.38,Member of the public reported multiple trees down at Country Isles Park in Weston. Time estimation was based on radar signature of severe storm. (MFL),2023-06-13 21:05:00
1960,32,UNK,3 W Fadette,Geneva,AL,31.05,-85.59,Report of trees down along County Rd 91. (TAE),2023-06-13 21:08:00
1961,33,UNK,7 ESE Douglas,Coffee,GA,31.47,-82.75,Corrects previous tstm wnd dmg report from 7 ESE Douglas. Downed trees in the area east off of Highway 158 east of Chatterton Church Rd due to winds. (JAX),2023-06-13 21:10:00
1962,34,UNK,2 WNW Nicholls,Coffee,GA,31.52,-82.66,downed trees in the area of Ford Ln and Nicholls Rd 1/2 mile off of Highway 32. (JAX),2023-06-13 21:10:00
1963,35,UNK,Tifton,Tift,GA,31.45,-83.51,Trees were blown down in Tift county. (TAE),2023-06-13 21:13:00
1964,36,58,2 ENE Weston,Broward,FL,26.12,-80.36,Mesonet station 1529W City Of Sunrise Fire Station 83 reported a wind gust of 58mph at 5:14pm as a severe thunderstorm moved through the area. (MFL),2023-06-13 21:14:00
1965,37,UNK,Staunton,Cook,GA,31.27,-83.46,Trees down in Lenox. North Union Road... Highway 41... and Barneyville road. (TAE),2023-06-13 21:18:00
1966,38,70,1 N Fender,Tift,GA,31.38,-83.49,Portable anemometer measures 70 mile an hour wind gusts. (TAE),2023-06-13 21:18:00
1967,39,UNK,1 W Pembroke Pines,Broward,FL,26.01,-80.35,Large tree down. (MFL),2023-06-13 21:25:00
1968,40,UNK,Holt,Irwin,GA,31.6,-83.15,Multiple trees reported down throughout the Southeast portion of the county. (TAE),2023-06-13 21:25:00
1969,41,UNK,Lenox,Cook,GA,31.28,-83.46,Report from mPING: 3-inch tree limbs broken; Power poles broken. (TAE),2023-06-13 21:27:00
1970,42,UNK,Nashville,Berrien,GA,31.21,-83.25,Numerous Trees and Powerlines down throughout Berrien County. (TAE),2023-06-13 21:30:00
1971,43,UNK,Bacon County GA,Bacon,GA,31.55,-82.43,Multiple trees and powerlines down across Bacon County as reported by both social media and 911 dispatch. Time estimated by radar. (JAX),2023-06-13 21:30:00
1972,44,UNK,3 S Hansell,Lanier,GA,30.99,-83.07,Trees reported down along South Hwy 135. (TAE),2023-06-13 21:45:00
1973,45,UNK,11 E Nashville,Berrien,GA,31.2,-83.06,A carport collapsed with trees down. (TAE),2023-06-13 21:45:00
1974,46,UNK,1 ESE Pearson,Atkinson,GA,31.29,-82.84,Photos shared on social media of a large tree down on E Austin Ave area. Time estimated from radar. (JAX),2023-06-13 21:45:00
1975,47,UNK,3 SSW Hansell,Lanier,GA,30.99,-83.09,Trees reported down along South hwy 221. (TAE),2023-06-13 21:50:00
1976,48,UNK,6 N Axson,Atkinson,GA,31.36,-82.72,Downed trees by Stokes Way off of Hwy 64. (JAX),2023-06-13 21:50:00
1977,49,UNK,1 N Glennville,Tattnall,GA,31.95,-81.93,A 911 call center reported a downed tree across power lines on Kicklighter St. Time was estimated via radar data. (CHS),2023-06-13 21:51:00
1978,50,UNK,1 WNW Hinsons Crossroad,Washington,FL,30.67,-85.85,Tree and powerline reported down on Douglas Ferry Rd. (TAE),2023-06-13 21:55:00
1979,51,UNK,Du Pont,Clinch,GA,30.99,-82.87,Spotter reports trees down near Nichols St and Pine St in Dupont. Time estimated by radar. (JAX),2023-06-13 21:55:00
1980,52,UNK,1 E Midway,Tattnall,GA,32.03,-81.88,A 911 call center reported a downed tree across the roadway along Beards Creek Church Rd. Time was estimated via radar data. (CHS),2023-06-13 22:04:00
1981,53,UNK,2 N Homerville,Clinch,GA,31.06,-82.76,Trees and power lines down in Homerville near April Rd. Time estimated from radar. (JAX),2023-06-13 22:05:00
1982,54,UNK,4 SSE Blue Springs,Lowndes,GA,30.73,-83.43,Tree down near Adams Road and Knights Ferry Road. (TAE),2023-06-13 22:07:00
1983,55,UNK,4 NNE Ludowici,Long,GA,31.76,-81.73,Emergency Manager reported a tree down on Lanier Rd. (CHS),2023-06-13 22:09:00
1984,56,UNK,Millwood,Ware,GA,31.27,-82.66,Downed trees... power lines and power line poles due to strong winds in the town of Millwood. (JAX),2023-06-13 22:10:00
1985,57,UNK,2 SSE Allenhurst,Liberty,GA,31.76,-81.59,A 911 call center relayed a report of tree down on a car along E B Cooper Hwy. No injuries were reported. Time was estimated via radar data. (CHS),2023-06-13 22:12:00
1986,58,UNK,Walthourville,Liberty,GA,31.77,-81.63,A 911 call center relayed a report of a large tree branch down on a car on Talmadge Rd near Busbee Rd. There were no injuries. Time was estimated via radar data. (CHS),2023-06-13 22:13:00
1987,59,UNK,Walthourville,Liberty,GA,31.77,-81.63,A 911 call center reported numerous downed power lines in and around the town of Walthourville. (CHS),2023-06-13 22:15:00
1988,60,UNK,2 S Hinesville,Liberty,GA,31.82,-81.6,Emergency Management reports a tree down on a mobile home in Spring Creek. No injuries. (CHS),2023-06-13 22:18:00
1989,61,UNK,Waresboro,Ware,GA,31.25,-82.47,downed trees all throughout the area of Waresboro due to strong winds. (JAX),2023-06-13 22:20:00
1990,62,UNK,3 NW Crossroads,Liberty,GA,31.77,-81.5,A 911 call center relayed a report of a downed tree on power lines which caused live wires to fall onto a residential home along the 300 block of Screven Fork Rd. Time (CHS),2023-06-13 22:21:00
1991,63,UNK,2 ESE Waycross,Ware,GA,31.2,-82.33,EM shared photos of damage to a store in Waycross... including part of a roof blown off. Time estimated by radar. (JAX),2023-06-13 22:25:00
1992,64,UNK,2 SW Deenwood,Ware,GA,31.23,-82.38,Snapped Power supply pole by the cross section of Stanton Ave and Woodrow Ave Due to strong winds. (JAX),2023-06-13 22:25:00
1993,65,UNK,5 N Deenwood,Pierce,GA,31.32,-82.36,Steeple was knocked down at a church in western Blackshear. Time estimated by radar. (JAX),2023-06-13 22:25:00
1994,66,UNK,Blackshear,Pierce,GA,31.3,-82.25,Trees down in the area of Blackshear towards Waycross. (JAX),2023-06-13 22:30:00
1995,67,UNK,Pinetta,Madison,FL,30.6,-83.35,One tree was blown down in the northern portion of Madison county. (TAE),2023-06-13 22:40:00
1996,68,UNK,2 N Hickox,Brantley,GA,31.17,-81.99,Tree down on Jess Allen Road. Time estimated by radar. (JAX),2023-06-13 22:40:00
1997,69,UNK,4 S Waverly,Camden,GA,31.03,-81.73,Downed trees at the cross section of Hwy 17 and Burnt Fort Rd. (JAX),2023-06-13 23:00:00
1998,70,UNK,1 NNE Picolata,St. Johns,FL,29.93,-81.58,Tree down on Bass Haven Lane near County Rd 13. Time estimated by radar. (JAX),2023-06-13 23:10:00
1999,71,UNK,1 WSW Bayview,Kootenai,ID,47.97,-116.58,State Park Ranger reported camp site damage and tree damage. (OTX),2023-06-13 23:18:00
2000,72,UNK,6 E Folkston,Camden,GA,30.84,-81.9,Downed power line due to strong winds on Hwy 40 on the Camden/ Charlton line. (JAX),2023-06-13 23:30:00
2001,73,UNK,Richmond Hill,Bryan,GA,31.94,-81.31,A 911 call center reported numerous trees down in the Richmond Hill area. Time was estimated via radar data. (CHS),2023-06-13 23:31:00
2002,74,UNK,1 W Saint Augustine,St. Johns,FL,29.89,-81.33,Tree down near intersection of Francis St and Evergreen Ave. Time estimated by radar. (JAX),2023-06-13 23:35:00
2003,75,61,7 SE Grass Valley,Eureka,NV,39.83,-116.49,Station (COIN2) Coils Creek Raws... Elevation 6745 feet. (LKN),2023-06-13 23:38:00
2004,76,UNK,10 SE Kings Ferry,Nassau,FL,30.68,-81.74,Nassau County Dispatch reported powerline down along Amos White Road...west of Interstate 95. (JAX),2023-06-13 23:40:00
